Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocked),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Completes),Outward issue link (Completes),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Problem/Incident),Inward issue link (Problem/Incident),Outward issue link (Problem/Incident),Inward issue link (Reference),Outward issue link (Reference),Inward issue link (Required),Outward issue link (Required),Inward issue link (Testing),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affects version (Component)),Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (Bugzilla Id),Custom field (Change Category),Custom field (Complexity),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Link),Custom field (Estimated Complexity),Custom field (Evidence Of Open Source Adoption),Custom field (Evidence Of Registration),Custom field (Evidence Of Use On World Wide Web),Custom field (Existing GitBox Approval),Custom field (External issue URL),Custom field (Fix version (Component)),Custom field (Flags),Custom field (Flags),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Language),Custom field (Last public comment date),Custom field (Level of effort),Custom field (Machine Readable Info),Custom field (Mentor),Custom field (New-TLP-TLPName),Custom field (Original story points),Custom field (Parent Link),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Review Date),Custom field (Reviewer),Custom field (Reviewer),Custom field (Severity),Custom field (Severity),Custom field (Skill Level),Custom field (Source Control Link),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Start Date),Custom field (Tags),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test and Documentation Plan),Custom field (Testcase included),Custom field (Tester),Custom field (Workaround),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Improve handling of broker heartbeat timeouts,KAFKA-15019,13537560,Bug,Resolved,KAFKA,Kafka,software,mimaison,Apache Kafka is a distributed streaming platform.,http://kafka.apache.org/,Major,Fixed,cmccabe,cmccabe,cmccabe,24/May/23 23:03,05/Jun/23 21:08,13/Jul/23 09:17,02/Jun/23 14:59,,,,,,,,,,,,,,,,3.5.0,,,,,,,,,,,,,0,,,,,,Improve handling of overload situations in the KRaft controller,,cmccabe,mimaison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Mon Jun 05 21:08:49 UTC 2023,,,,,,,,,,"0|z1i4iw:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"02/Jun/23 14:59;mimaison;Since the PR is merged I'm marking this as resolved in 3.5.0

If there is follow up work left to do, feel free to reopen (and adjust Fix Version/s) or create a new ticket.;;;","05/Jun/23 21:08;cmccabe;Thanks, [~mimaison].;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New ClientQuotas are not written to ZK from snapshot ,KAFKA-15017,13537354,Bug,Resolved,KAFKA,Kafka,software,mimaison,Apache Kafka is a distributed streaming platform.,http://kafka.apache.org/,Critical,Fixed,pprovenzano,mumrah,mumrah,23/May/23 14:39,01/Jun/23 14:52,13/Jul/23 09:17,01/Jun/23 14:51,3.5.0,,,,,,,,,,,,,,,,,,,,,,kraft,,,,,,0,,,,,,Similar issue to KAFKA-15009,,mumrah,pprovenzano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Thu Jun 01 14:52:03 UTC 2023,,,,,,,,,,"0|z1i394:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"31/May/23 15:02;pprovenzano;Client Quotas and SCRAM both suffer from this issue as they are intermixed on ZK.;;;","01/Jun/23 14:52;pprovenzano;Fix is on 3.5 branch.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICENSE-binary file contains dependencies not included anymore,KAFKA-15016,13537198,Bug,Resolved,KAFKA,Kafka,software,mimaison,Apache Kafka is a distributed streaming platform.,http://kafka.apache.org/,Major,Fixed,mimaison,mimaison,mimaison,22/May/23 16:00,24/May/23 15:34,13/Jul/23 09:17,24/May/23 15:34,,,,,,,,,,,,,,,,3.6.0,,,,,,,,,,,,,0,,,,,,While adjusting LICENSE-binary for 3.5.0 I noticed a few entries are not dependencies anymore. We should resync the file properly,,divijvaidya,mimaison,showuon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,9223372036854775807,,,,2023-05-22 16:00:12.0,,,,,,,,,,"0|z1i2ag:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binaries contain 2 versions of reload4j,KAFKA-15015,13537196,Bug,Resolved,KAFKA,Kafka,software,mimaison,Apache Kafka is a distributed streaming platform.,http://kafka.apache.org/,Major,Fixed,atusharm,mimaison,mimaison,22/May/23 15:56,24/May/23 01:34,13/Jul/23 09:17,24/May/23 01:34,3.4.1,3.5.0,,,,,,,,,,,,,,3.4.1,3.5.0,,,,,,,,,,,,0,,,,,,"These releases ship 2 versions of reload4j:
- reload4j-1.2.19.jar
- reload4j-1.2.25.jar",,atusharm,mimaison,showuon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Tue May 23 12:27:50 UTC 2023,,,,,,,,,,"0|z1i2a0:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"23/May/23 04:59;atusharm;Hi, [~mimaison] can i take this?;;;","23/May/23 06:13;showuon;[~atusharm] , yes, you can take it. But since we're going to release v3.4.1/v3.5.0, it would be great if you can fix it soon (maybe today?). Let us know if you found anything. Thank you.;;;","23/May/23 07:52;mimaison;I don't think it's a blocker for 3.4.1 or 3.5.0 so we don't necessarily need the fix immediately.;;;","23/May/23 12:27;atusharm;[~mimaison] [~showuon] raised PR [GitHub Pull Request #13745|https://github.com/apache/kafka/pull/13745];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JsonConverter fails when there are leading Zeros in a field,KAFKA-15012,13537176,Bug,Resolved,KAFKA,Kafka,software,mimaison,Apache Kafka is a distributed streaming platform.,http://kafka.apache.org/,Major,Fixed,yash.mayya,ranjanrao,ranjanrao,22/May/23 14:23,02/Jun/23 15:20,13/Jul/23 09:17,02/Jun/23 15:20,3.3.2,3.4.0,,,,,,,,,,,,,,3.6.0,,,,,,,KafkaConnect,,,,,,0,,,,,,"When there are leading zeros in a field in the Kakfa Record, a sink connector using JsonConverter fails with the below exception

 
{code:java}
org.apache.kafka.connect.errors.ConnectException: Tolerance exceeded in error handler
	at org.apache.kafka.connect.runtime.errors.RetryWithToleranceOperator.execAndHandleError(RetryWithToleranceOperator.java:206)
	at org.apache.kafka.connect.runtime.errors.RetryWithToleranceOperator.execute(RetryWithToleranceOperator.java:132)
	at org.apache.kafka.connect.runtime.WorkerSinkTask.convertAndTransformRecord(WorkerSinkTask.java:494)
	at org.apache.kafka.connect.runtime.WorkerSinkTask.convertMessages(WorkerSinkTask.java:474)
	at org.apache.kafka.connect.runtime.WorkerSinkTask.poll(WorkerSinkTask.java:329)
	at org.apache.kafka.connect.runtime.WorkerSinkTask.iteration(WorkerSinkTask.java:232)
	at org.apache.kafka.connect.runtime.WorkerSinkTask.execute(WorkerSinkTask.java:201)
	at org.apache.kafka.connect.runtime.WorkerTask.doRun(WorkerTask.java:188)
	at org.apache.kafka.connect.runtime.WorkerTask.run(WorkerTask.java:237)
	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:515)
	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
	at java.base/java.lang.Thread.run(Thread.java:829)
Caused by: org.apache.kafka.connect.errors.DataException: Converting byte[] to Kafka Connect data failed due to serialization error: 
	at org.apache.kafka.connect.json.JsonConverter.toConnectData(JsonConverter.java:324)
	at org.apache.kafka.connect.storage.Converter.toConnectData(Converter.java:87)
	at org.apache.kafka.connect.runtime.WorkerSinkTask.convertKey(WorkerSinkTask.java:531)
	at org.apache.kafka.connect.runtime.WorkerSinkTask.lambda$convertAndTransformRecord$1(WorkerSinkTask.java:494)
	at org.apache.kafka.connect.runtime.errors.RetryWithToleranceOperator.execAndRetry(RetryWithToleranceOperator.java:156)
	at org.apache.kafka.connect.runtime.errors.RetryWithToleranceOperator.execAndHandleError(RetryWithToleranceOperator.java:190)
	... 13 more
Caused by: org.apache.kafka.common.errors.SerializationException: com.fasterxml.jackson.core.JsonParseException: Invalid numeric value: Leading zeroes not allowed
 at [Source: (byte[])""00080153032837""; line: 1, column: 2]
Caused by: com.fasterxml.jackson.core.JsonParseException: Invalid numeric value: Leading zeroes not allowed
 at [Source: (byte[])""00080153032837""; line: 1, column: 2]
	at com.fasterxml.jackson.core.JsonParser._constructError(JsonParser.java:1840)
	at com.fasterxml.jackson.core.base.ParserMinimalBase._reportError(ParserMinimalBase.java:712)
	at com.fasterxml.jackson.core.base.ParserMinimalBase.reportInvalidNumber(ParserMinimalBase.java:551)
	at com.fasterxml.jackson.core.json.UTF8StreamJsonParser._verifyNoLeadingZeroes(UTF8StreamJsonParser.java:1520)
	at com.fasterxml.jackson.core.json.UTF8StreamJsonParser._parsePosNumber(UTF8StreamJsonParser.java:1372)
	at com.fasterxml.jackson.core.json.UTF8StreamJsonParser._nextTokenNotInObject(UTF8StreamJsonParser.java:855)
	at com.fasterxml.jackson.core.json.UTF8StreamJsonParser.nextToken(UTF8StreamJsonParser.java:754)
	at com.fasterxml.jackson.databind.ObjectMapper._readTreeAndClose(ObjectMapper.java:4247)
	at com.fasterxml.jackson.databind.ObjectMapper.readTree(ObjectMapper.java:2734)
	at org.apache.kafka.connect.json.JsonDeserializer.deserialize(JsonDeserializer.java:64)
	at org.apache.kafka.connect.json.JsonConverter.toConnectData(JsonConverter.java:322)
	at org.apache.kafka.connect.storage.Converter.toConnectData(Converter.java:87)
	at org.apache.kafka.connect.runtime.WorkerSinkTask.convertKey(WorkerSinkTask.java:531)
	at org.apache.kafka.connect.runtime.WorkerSinkTask.lambda$convertAndTransformRecord$1(WorkerSinkTask.java:494)
	at org.apache.kafka.connect.runtime.errors.RetryWithToleranceOperator.execAndRetry(RetryWithToleranceOperator.java:156)
	at org.apache.kafka.connect.runtime.errors.RetryWithToleranceOperator.execAndHandleError(RetryWithToleranceOperator.java:190)
	at org.apache.kafka.connect.runtime.errors.RetryWithToleranceOperator.execute(RetryWithToleranceOperator.java:132)
	at org.apache.kafka.connect.runtime.WorkerSinkTask.convertAndTransformRecord(WorkerSinkTask.java:494)
	at org.apache.kafka.connect.runtime.WorkerSinkTask.convertMessages(WorkerSinkTask.java:474)
	at org.apache.kafka.connect.runtime.WorkerSinkTask.poll(WorkerSinkTask.java:329)
	at org.apache.kafka.connect.runtime.WorkerSinkTask.iteration(WorkerSinkTask.java:232)
	at org.apache.kafka.connect.runtime.WorkerSinkTask.execute(WorkerSinkTask.java:201)
	at org.apache.kafka.connect.runtime.WorkerTask.doRun(WorkerTask.java:188)
	at org.apache.kafka.connect.runtime.WorkerTask.run(WorkerTask.java:237)
	at java.base/java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:515)
	at java.base/java.util.concurrent.FutureTask.run(FutureTask.java:264)
	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
	at java.base/java.lang.Thread.run(Thread.java:829) {code}
 

 

To resolve the issue, we need to add the below line when in the JsonSerializer.java and JsonDeserializer.java classes.
{code:java}
objectMapper.enable(JsonReadFeature.ALLOWLEADINGZEROSFORNUMBERS.mappedFeature()); {code}
Attaching a patch file showing the changes here. 

 ",,ChrisEgerton,ranjanrao,yash.mayya,,,,,,,,,,,,,,,,,,,,,,,,,,,KAFKA-15008,,,,,,"22/May/23 14:23;ranjanrao;enable_ALLOW_LEADING_ZEROS_FOR_NUMBERS_in_jackson_object_mapper_.patch;https://issues.apache.org/jira/secure/attachment/13058414/enable_ALLOW_LEADING_ZEROS_FOR_NUMBERS_in_jackson_object_mapper_.patch",,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Tue May 30 18:33:30 UTC 2023,,,,,,,,,,"0|z1i25k:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"23/May/23 06:12;yash.mayya;Thanks for filing this Jira [~ranjanrao]. Simply enabling the _ALLOWLEADINGZEROSFORNUMBERS_ feature would likely be a backward incompatible change since there could potentially be users relying on the existing behavior to send bad data (i.e. some numeric field has leading zeroes when it isn't expected to) to a DLQ topic. This might need a small KIP adding a new config (maybe {_}allow.leading.zeroes.for.numbers{_}) to the JsonConverter which defaults to false in order to be backward compatible. Alternatively, we could design a way to allow users to configure the various [JsonReadFeature|https://fasterxml.github.io/jackson-core/javadoc/2.10/com/fasterxml/jackson/core/json/JsonReadFeature.html]s and [JsonWriteFeature|https://fasterxml.github.io/jackson-core/javadoc/2.10/com/fasterxml/jackson/core/json/JsonWriteFeature.html]s for the JsonSerializer / JsonDeserializer used in the JsonConverter.;;;","30/May/23 17:17;ChrisEgerton;[~yash.mayya] I'm wondering if compatibility is necessarily a concern here. The logic this ticket is concerned with is deserialization of data already present in Kafka, and converting it to the Kafka Connect format for use by a sink connector. There will be nothing different about the data given to those connectors depending on whether the JSON in the upstream Kafka record's key/value contains a leading zero or not.

As a result, it's hard to think of a reason for those records in Kafka to qualify as ""invalid"" and for there to be any reason for them to land in the DLQ besides there being a bug in the converter.

If we agree that this is a bug in the converter, then even if it causes records to be sent to the DLQ, that is a result of the DLQ mechanism being a catch-all for errors–expected or unexpected–that occur in the connector's data pipeline, and fixing those errors should not be considered a breaking change as long as they do not lead to unexpected behavior in the connector (which, in this case, should be fine).

 

[~ranjanrao] Thanks for filing this ticket. We don't accept patch requests over Jira, but if you'd like to submit a pull request on GitHub (preferably with a unit test added to verify behavior and prevent regression), I'd be happy to review (as long as the discussion on compatibility brought up by Yash can be addressed).

 

I'll also note that the idea of a general-purpose KIP to allow users to configure arbitrary features for the JsonConverter's underlying (de)serializers is fascinating and may be worth pursuing if there are other valuable use cases (perhaps skipping over comments could be useful, for example?).;;;","30/May/23 18:33;yash.mayya;Thanks [~ChrisEgerton], that's a fair point. I was comparing this to https://issues.apache.org/jira/browse/KAFKA-8713 but your point regarding there being nothing different about the data given to the sink connectors post conversion here makes sense and causes this case to be different from [KIP-581|https://cwiki.apache.org/confluence/display/KAFKA/KIP-581%3A+Value+of+optional+null+field+which+has+default+value]. I agree that this qualifies as a bug in the converter so I think we should go ahead with the proposed fix here.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRaft Controller doesn't reconcile with Zookeeper metadata upon becoming new controller while in dual write mode.,KAFKA-15010,13536920,Bug,Resolved,KAFKA,Kafka,software,mimaison,Apache Kafka is a distributed streaming platform.,http://kafka.apache.org/,Blocker,Fixed,davidarthur,akhileshchg,akhileshchg,19/May/23 23:19,02/Jun/23 14:47,13/Jul/23 09:17,02/Jun/23 14:47,3.5.0,,,,,,,,,,,,,,,3.5.0,,,,,,,kraft,,,,,,0,,,,,,"When a KRaft controller fails over, the existing migration driver (in dual write mode) can fail in between Zookeeper writes and may leave Zookeeper with incomplete and inconsistent data. So when a new controller becomes active (and by extension new migration driver becomes active), this first thing we should do is load the in-memory snapshot and use it to write metadata to Zookeeper to have a steady state. We currently do not do this and it may leave Zookeeper in inconsistent state.",,akhileshchg,mimaison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Fri Jun 02 14:47:19 UTC 2023,,,,,,,,,,"0|z1i0ko:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"02/Jun/23 14:47;mimaison;Since the PR is merged I'm marking this as resolved.

If there is follow up work left to do, feel free to reopen (and adjust Fix Version/s) or create a new ticket.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New ACLs are not written to ZK during migration,KAFKA-15009,13536918,Bug,Resolved,KAFKA,Kafka,software,mimaison,Apache Kafka is a distributed streaming platform.,http://kafka.apache.org/,Blocker,Fixed,akhileshchg,akhileshchg,akhileshchg,19/May/23 22:52,24/May/23 22:06,13/Jul/23 09:17,24/May/23 22:06,3.5.0,,,,,,,,,,,,,,,3.5.0,,,,,,,kraft,,,,,,0,kraft,migration,,,,"While handling snapshots in dual-write mode, we are missing the logic to detect new ACLs created in KRaft. This means we will not write these new ACLs back to ZK and they would be missing if a user rolled back their cluster to ZK mode. ",,akhileshchg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,9223372036854775807,,,,2023-05-19 22:52:21.0,,,,,,,,,,"0|z1i0k8:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MV is not set correctly in the MetadataPropagator in migration.,KAFKA-15007,13536769,Bug,Resolved,KAFKA,Kafka,software,mimaison,Apache Kafka is a distributed streaming platform.,http://kafka.apache.org/,Blocker,Fixed,akhileshchg,akhileshchg,akhileshchg,18/May/23 17:20,24/May/23 22:07,13/Jul/23 09:17,24/May/23 22:07,3.5.0,,,,,,,,,,,,,,,3.5.0,,,,,,,,,,,,,0,,,,,,"MV changes are not set in propagator unless we're in DUAL_WRITE mode. But we do this, we'll skip any known MV changes. The propagator should always know the correct MV so that it sends correct UMR and LISR during DUAL_WRITE.",,akhileshchg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Fri May 19 18:42:22 UTC 2023,,,,,,,,,,"0|z1hznc:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"19/May/23 18:42;akhileshchg;PR: https://github.com/apache/kafka/pull/13732;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Topic config changes are not synced during zk to kraft migration (dual-write),KAFKA-15004,13536598,Bug,Resolved,KAFKA,Kafka,software,mimaison,Apache Kafka is a distributed streaming platform.,http://kafka.apache.org/,Blocker,Fixed,akhileshchg,akhileshchg,akhileshchg,17/May/23 16:32,02/Jun/23 14:59,13/Jul/23 09:17,02/Jun/23 14:59,3.5.0,,,,,,,,,,,,,,,3.5.0,,,,,,,,,,,,,0,,,,,,,,akhileshchg,mimaison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Fri Jun 02 14:58:28 UTC 2023,,,,,,,,,,"0|z1hylc:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"02/Jun/23 14:58;mimaison;Since the PR is merged I'm marking this as resolved in 3.5.0

If there is follow up work left to do, feel free to reopen (and adjust Fix Version/s) or create a new ticket.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TopicIdReplicaAssignment is not updated in migration (dual-write) when partitions are changed for topic,KAFKA-15003,13536594,Bug,Resolved,KAFKA,Kafka,software,mimaison,Apache Kafka is a distributed streaming platform.,http://kafka.apache.org/,Blocker,Fixed,akhileshchg,akhileshchg,akhileshchg,17/May/23 16:31,02/Jun/23 14:58,13/Jul/23 09:17,02/Jun/23 14:58,3.5.0,,,,,,,,,,,,,,,3.5.0,,,,,,,kraft,,,,,,0,,,,,,,,akhileshchg,mimaison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,9223372036854775807,,,,Fri Jun 02 14:58:03 UTC 2023,,,,,,,,,,"0|z1hykg:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"19/May/23 12:54;mimaison;[~akhileshchg] Can you share more details? It would help me triage whether this is indeed a blocker for 3.5. Are you working on a fix?;;;","19/May/23 18:34;akhileshchg;Hi, I raised a PR for the issue here: https://github.com/apache/kafka/pull/13735

In DUAL_WRITE, the current topic metadata replication to Zookeeper is incorrect. When we add new partitions to the topic, we don't update them in Zookeeper. Also, we do not account for partial failures of the Zookeeper writes during Controller failovers. So fixed that as well.;;;","19/May/23 18:34;akhileshchg;[~mimaison] I gave more details. Please see if it makes sense to you.;;;","22/May/23 14:11;mimaison;Removing this from 3.5.0 (at least for now) so I can build 3.5.0 RC0;;;","02/Jun/23 14:58;mimaison;Since the PR is merged I'm marking this as resolved in 3.5.0

If there is follow up work left to do, feel free to reopen (and adjust Fix Version/s) or create a new ticket.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
