Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocker),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Outward issue link (Incorporates),Inward issue link (Problem/Incident),Outward issue link (Problem/Incident),Inward issue link (Reference),Inward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Outward issue link (Reference),Inward issue link (Regression),Outward issue link (Required),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Affects version (Component)),Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (Bugzilla Id),Custom field (Change Category),Custom field (Complexity),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Link),Custom field (Estimated Complexity),Custom field (Estimated Complexity),Custom field (Evidence Of Open Source Adoption),Custom field (Evidence Of Registration),Custom field (Evidence Of Use On World Wide Web),Custom field (Existing GitBox Approval),Custom field (External issue ID),Custom field (External issue URL),Custom field (Fix version (Component)),Custom field (Flags),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Last public comment date),Custom field (Level of effort),Custom field (Machine Readable Info),Custom field (Mentor),Custom field (New-TLP-TLPName),Custom field (Original story points),Custom field (Parent Link),Custom field (Patch Info),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Regression),Custom field (Review Date),Custom field (Reviewer),Custom field (Severity),Custom field (Severity),Custom field (Skill Level),Custom field (Source Control Link),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Start Date),Custom field (Tags),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test and Documentation Plan),Custom field (Testcase included),Custom field (Tester),Custom field (Workaround),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Camel Zipkin does not set correct span kind,CAMEL-15316,13318309,Bug,Resolved,CAMEL,Camel,software,acosentino,"Apache Camel is an extremely powerful declarative Java based, type-safe <a href=""http://camel.apache.org/dsl.html"">Domain Specific Language</a> POJO broker, which uses <a href=""http://camel.apache.org/enterprise-integration-patterns.html"">Enterprise Integration Patterns</a> as its foundation for integration.",http://camel.apache.org/,Major,Fixed,acosentino,samrat.dhillon,samrat.dhillon,20/Jul/20 18:01,21/Jul/20 16:12,13/Jul/23 08:33,21/Jul/20 16:12,3.4.1,,,3.4.3,3.5.0,,,,camel-zipkin,,,,0,,,,,"Camel Zipkin does not set correct span kind for components such as jms, kafka, amqp etc. For these components the Span kind should be either Consumer or Producer. However camel zipkin sets Server or Client span kind for all components. 

This is not just a cosmetic issue as the span kind determines what tracing headers are injected by brave library. E.g. Span kind Producer will inject b3 header which is comes from brave.propagation.B3SingleFormat.writeB3SingleFormatWithoutParentId(TraceContext). In case of JMS this becomes important for co-relation to work with a non camel application as X-B3-TraceId, X-B3-SpanId, X-B3-ParentSpanId & X-B3-Spampled are not valid JMS headers. Camel escapes the hyphens when these headers are written as JMS messages, but this is a non standard implementation. For co-relation to work using brave, these headers have to be written using b3 single format and this is determine by Span Kind.",,samrat.dhillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,Unknown,,,,,,,,,,,,,,,,,9223372036854775807,,,2020-07-20 18:01:09.0,,,,,,,,,,,"0|z0h0rc:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel-Pulsar: Error when verifying/creating namespace,CAMEL-15315,13318226,Bug,Resolved,CAMEL,Camel,software,acosentino,"Apache Camel is an extremely powerful declarative Java based, type-safe <a href=""http://camel.apache.org/dsl.html"">Domain Specific Language</a> POJO broker, which uses <a href=""http://camel.apache.org/enterprise-integration-patterns.html"">Enterprise Integration Patterns</a> as its foundation for integration.",http://camel.apache.org/,Major,Fixed,acosentino,jcadam42,jcadam42,20/Jul/20 10:42,23/Jul/20 16:03,13/Jul/23 08:33,23/Jul/20 16:03,3.4.0,,,3.4.3,3.5.0,,,,camel-pulsar,,,,0,,,,,"When starting a spring-based Camel application, The following error is observed:

 

 
{code:java}
2020-07-19 21:33:08.236 ERROR 128775 — [ main] o.a.c.c.pulsar.utils.AutoConfiguration : java.lang.IllegalArgumentException: Invalid namespace format. namespace: default

{code}
 

Believe the error is being caused by a bug in the AutoConfiguration class, specifically the ensureNameSpace method: 

 

 
{code:java}
private void ensureNameSpace(String tenant, String namespace) throws PulsarAdminException {
  List<String> namespaces = this.pulsarAdmin.namespaces().getNamespaces(tenant);

  if (!namespaces.contains(namespace)){

      this.pulsarAdmin.namespaces().createNamespace(namespace, this.clusters);

  }

}
{code}
 

 

The problem would appear to be that pulsarAdmin.namespaces().getNamespaces(tenant) returns a list of fully qualified namespaces (e.g., ""default/public"") whereas, the if check is comparing just the namespace alone (e.g. ""public"") against the fully qualified list. Naturally, this fails, and it then tries to create the namespace (which already exists), feeding it in the wrong format, causing the error to be thrown.","CentOS 8

Running Pulsar 2.6.0 in a docker container

Spring Boot 2.3.1.RELEASE

Camel version 3.4.0",davsclaus,jcadam42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,Unknown,,,,,,,,,,,,,,,,,9223372036854775807,,,Wed Jul 22 15:42:22 UTC 2020,,,,,,,,,,,"0|z0h08w:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"22/Jul/20 07:49;davsclaus;Are you able to work on a fix as a PR?;;;","22/Jul/20 15:42;jcadam42;Yea, I can do that.;;;",,,,,,,,,,,,,,,,,,
DefaultTracer traceBeforeRoute not calling dumpTrace,CAMEL-15311,13317599,Bug,Resolved,CAMEL,Camel,software,acosentino,"Apache Camel is an extremely powerful declarative Java based, type-safe <a href=""http://camel.apache.org/dsl.html"">Domain Specific Language</a> POJO broker, which uses <a href=""http://camel.apache.org/enterprise-integration-patterns.html"">Enterprise Integration Patterns</a> as its foundation for integration.",http://camel.apache.org/,Minor,Fixed,,davsclaus,davsclaus,19/Jul/20 07:53,22/Jul/20 07:45,13/Jul/23 08:33,22/Jul/20 07:45,,,,3.4.3,3.5.0,,,,camel-core,,,,0,,,,,"In Camel 3.4.0 I am trying to customize the Tracing to use DEBUG level instead of INFO.
For this, I created my own class extending org.apache.camel.impl.engine.DefaultTracer  and overriding method dumpTrace.
But dumpTrace is not being called in all cases, in particular, method traceBeforeRoute  is not calling it, instead logging directly with INFO level.


Best regards,
Alex soto",,davsclaus,lexsoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,Novice,,,,,,,,,,,,,,,,,9223372036854775807,,,Tue Jul 21 15:12:07 UTC 2020,,,,,,,,,,,"0|z0gwdk:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"21/Jul/20 14:31;lexsoto;I am working on PR for this.;;;","21/Jul/20 15:12;lexsoto;https://github.com/apache/camel/pull/4027;;;",,,,,,,,,,,,,,,,,,
camel-spring - Graceful shutdown is not working anymore ,CAMEL-15307,13317339,Bug,Resolved,CAMEL,Camel,software,acosentino,"Apache Camel is an extremely powerful declarative Java based, type-safe <a href=""http://camel.apache.org/dsl.html"">Domain Specific Language</a> POJO broker, which uses <a href=""http://camel.apache.org/enterprise-integration-patterns.html"">Enterprise Integration Patterns</a> as its foundation for integration.",http://camel.apache.org/,Minor,Fixed,davsclaus,OHolzma,OHolzma,17/Jul/20 07:08,28/Jul/20 10:41,13/Jul/23 08:33,28/Jul/20 10:41,3.3.0,3.4.0,3.4.1,3.4.3,3.5.0,,,,camel-spring,,,,0,,,,,"We are using {{org.apache.camel.spring.Main}} to run our Camel applications within a spring context. After updating from Camel 2.24.3 to 3.4.1 the gracefull shutdown is not working anymore.

When calling {{Strg+C}} in a windows shell (or stopping a service wrapper) the camel context is not stopped/closed and the jvm simply stops after logging this:
{code:java}
2020-07-17 08:49:17,559 [ad #7 - CamelHangupInterceptor] INFO  DefaultMainShutdownStrategy    - Received hang up - stopping the main instance.
2020-07-17 08:49:17,559 [pache.camel.spring.Main.main()] DEBUG MainSupport                    - Stopping Spring ApplicationContext: org.springframework.context.support.ClassPathXmlApplicationContext@15512f1a
{code}
In Camel 2.25.1 gracefull shutdown also works fine.

Also using Camel version 3.4.0 or 3.3.0 didn't solve the issue.

I debugged the behaviour and found that, when keeping the {{CamelHangupInterceptor}} thread from {{org.apache.camel.main.DefaultMainShutdownStrategy}} running after the {{shutdown}} call, the Camel context is stopped correctly. But when the {{CamelHangupInterceptor}} thread ends also the JVM is stopping.","Windows 10

openJDK 1.8, Oracle JDK 1.8",davsclaus,OHolzma,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAMEL-15343,,,,,"20/Jul/20 08:41;OHolzma;camel-context.xml;https://issues.apache.org/jira/secure/attachment/13007994/camel-context.xml",,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,false,,Unknown,,,,,,,,,,,,,,,,,9223372036854775807,,,Tue Jul 28 10:41:37 UTC 2020,,,,,,,,,,,"0|z0gurs:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"19/Jul/20 08:50;davsclaus;Can you attach a sample project as reproducer, or maybe post on github, also can you try a non windows OS;;;","20/Jul/20 08:40;OHolzma;You can easily test this with the archetype {{camel-archetype-spring}}.

After generating a test project with this archetype I added a delay of 20 seconds to the route and started Camel with {{mvn camel:run}}

With Camel 3.4.1 the files are not getting processed when killing the JVM with {{Strg-C}} when the files are read. The JVM stops immediately without writing the file to the target folder.

When doing the same with Camel 2.24.3 the shutdown waits until the consumed file is processed. The consumed file is copied to the target folder in the end.

I don't have the possibility to test on non windows OS.;;;","28/Jul/20 09:48;davsclaus;Okay this was a bit more tricky as the logging library also has its own JVM shutdown hook which can cause the logging to stop and you dont see any activity.

;;;","28/Jul/20 10:41;davsclaus;Fixed by CAMEL-15343;;;",,,,,,,,,,,,,,,,
FTP endpoints will silently not delete/move file on disconnect,CAMEL-15299,13316622,Bug,Resolved,CAMEL,Camel,software,acosentino,"Apache Camel is an extremely powerful declarative Java based, type-safe <a href=""http://camel.apache.org/dsl.html"">Domain Specific Language</a> POJO broker, which uses <a href=""http://camel.apache.org/enterprise-integration-patterns.html"">Enterprise Integration Patterns</a> as its foundation for integration.",http://camel.apache.org/,Minor,Fixed,acosentino,lholthof,lholthof,14/Jul/20 06:50,16/Jul/20 13:32,13/Jul/23 08:33,16/Jul/20 13:32,2.17.4,,,3.4.2,3.5.0,,,,camel-ftp,,,,0,,,,,"If an FTP endpoint is configured to delete or move files after successful processing, it will fail to do so in case the processing takes a long time and the FTP server closes the connection during the (successful) processing. There is no log message about that (not even on debug level).",,acosentino,lholthof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,Unknown,,,,,,,,,,,,,,,,,9223372036854775807,,,Wed Jul 15 20:48:58 UTC 2020,,,,,,,,,,,"0|z0gqdc:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"14/Jul/20 06:51;acosentino;Please try with a newer version, 2.17.x is really old and we won't release that branch anymore. The latest 2.x version is 2.25.1;;;","15/Jul/20 20:48;lholthof;This issue is still present in current snapshot. I will create a pull request for it.;;;",,,,,,,,,,,,,,,,,,
Camel-Spring-Boot: No CamelContext defined yet so cannot inject into bean: org.apache.camel.impl.health.DefaultHealthCheckRegistry,CAMEL-15298,13316493,Bug,Resolved,CAMEL,Camel,software,acosentino,"Apache Camel is an extremely powerful declarative Java based, type-safe <a href=""http://camel.apache.org/dsl.html"">Domain Specific Language</a> POJO broker, which uses <a href=""http://camel.apache.org/enterprise-integration-patterns.html"">Enterprise Integration Patterns</a> as its foundation for integration.",http://camel.apache.org/,Minor,Fixed,davsclaus,pascalschumacher,pascalschumacher,13/Jul/20 16:10,17/Aug/20 20:22,13/Jul/23 08:33,27/Jul/20 05:04,3.4.0,,,3.4.3,3.5.0,,,,camel-spring-boot,,,,1,,,,,"Since updating from Camel 3.3.0 to Camel 3.4.0, the following warning is logged during start-up:

{code}
WARN 15204 — [ main] o.a.c.i.e.DefaultCamelBeanPostProcessor: No CamelContext defined yet so cannot inject into bean: org.apache.camel.impl.health.DefaultHealthCheckRegistry
{code}

Otherwise everything is working fine (as far as I can tell).

We are using Spring Boot 2.3.1.

This may have a similar cause as https://issues.apache.org/jira/browse/CAMEL-12975 had.",,Christensen,davsclaus,orange-buffalo,pascalschumacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16/Jul/20 06:48;orange-buffalo;camel-warning.zip;https://issues.apache.org/jira/secure/attachment/13007759/camel-warning.zip",,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,false,,Unknown,,,,,,,,,,,,,,,,,9223372036854775807,,,Mon Aug 17 20:22:14 UTC 2020,,,,,,,,,,,"0|z0gpko:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"16/Jul/20 06:48;orange-buffalo;Please see [^camel-warning.zip] for the reproducer. ;;;","17/Aug/20 17:04;Christensen;I had hoped this issue was the reason I lost the Camel tab in Hawtio after migrating from Camel 2.5.1 to 3.4.2. Using Spring Boot 2.3.1. After moving to the new Camel 3.4.3 I am no longer seeing the WARN message listed here, however I still don't see the Camel tab in Hawtio. Still searching for other reports online...;;;","17/Aug/20 19:02;davsclaus;You need to enable JMX, which you can do by adding camel-management to the classpath;;;","17/Aug/20 20:22;Christensen;Mange tak!;;;",,,,,,,,,,,,,,,,
camel-pgevent - Issue with URI verification,CAMEL-15297,13316381,Bug,Resolved,CAMEL,Camel,software,acosentino,"Apache Camel is an extremely powerful declarative Java based, type-safe <a href=""http://camel.apache.org/dsl.html"">Domain Specific Language</a> POJO broker, which uses <a href=""http://camel.apache.org/enterprise-integration-patterns.html"">Enterprise Integration Patterns</a> as its foundation for integration.",http://camel.apache.org/,Minor,Fixed,acosentino,TwilgihtAngelo,TwilgihtAngelo,13/Jul/20 05:14,06/Aug/20 07:11,13/Jul/23 08:33,06/Aug/20 06:44,,,,3.4.3,3.5.0,,,,,,,,0,,,,,"PostgreSQL allows you make database name with ""-"" sign f.e. ""my-database"". According to regexes in [https://github.com/apache/camel/blob/master/components/camel-pgevent/src/main/java/org/apache/camel/component/pgevent/PgEventEndpoint.java] is impossible to use such names in camel-pgevent components. Now it throws IllegalArgumentException.",,acosentino,chardahe@redhat.com,TwilgihtAngelo,zbendhiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04/Aug/20 18:33;TwilgihtAngelo;image-2020-08-04-21-33-03-212.png;https://issues.apache.org/jira/secure/attachment/13009056/image-2020-08-04-21-33-03-212.png",,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,false,,Unknown,,,,,,,,,,,,,,,,,9223372036854775807,,,Thu Aug 06 07:11:34 UTC 2020,,,,,,,,,,,"0|z0govs:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"13/Jul/20 12:52;chardahe@redhat.com;Hi [~TwilgihtAngelo],

Thanks for reporting this, I'm working on this;;;","14/Jul/20 16:30;chardahe@redhat.com;Hi [~TwilgihtAngelo], is a database name with hyphen valid in PostgreSQL? Would you mind pointing a doc for reference?;;;","16/Jul/20 05:49;TwilgihtAngelo;Hi. Yeah sure. [https://www.postgresql.org/docs/12/sql-syntax-lexical.html#SQL-SYNTAX-IDENTIFIERS] According to 4.1.1 pg allows you make names with letters, numbers and specsymbols $ -. But, if you use double quotes your name can contains any character.;;;","04/Aug/20 15:21;zbendhiba;[~TwilgihtAngelo] : when I read it, it is not the ""-"" but the underscore ""_"".  (which works fine by the way)

SQL identifiers and key words must begin with a letter ({{a}}-{{z}}, but also letters with diacritical marks and non-Latin letters) or an underscore ({{_}}). Subsequent characters in an identifier or key word can be letters, underscores, digits ({{0}}-{{9}}), or dollar signs ({{$}}).

Can  you point the sentence where it is mentioned in the doc ?;;;","04/Aug/20 18:34;TwilgihtAngelo;Sure: Quoted identifiers can containt anycharacter except zero code character !image-2020-08-04-21-33-03-212.png!;;;","05/Aug/20 07:57;zbendhiba;Ok I'm working on that issue;;;","05/Aug/20 15:29;zbendhiba;This is the PR https://github.com/apache/camel/pull/4073;;;","05/Aug/20 16:10;acosentino;I think this is a bug, so we need to backport to 3.4.x too;;;","06/Aug/20 07:11;TwilgihtAngelo; Many thanks!;;;",,,,,,,,,,,
camel-cxfrs - CxfRsProducer leaks Header when Exchange.HTTP_METHOD is set,CAMEL-15290,13316100,Bug,Resolved,CAMEL,Camel,software,acosentino,"Apache Camel is an extremely powerful declarative Java based, type-safe <a href=""http://camel.apache.org/dsl.html"">Domain Specific Language</a> POJO broker, which uses <a href=""http://camel.apache.org/enterprise-integration-patterns.html"">Enterprise Integration Patterns</a> as its foundation for integration.",http://camel.apache.org/,Minor,Fixed,davsclaus,jensgr@gmx.net,jensgr@gmx.net,10/Jul/20 08:58,29/Jan/21 09:42,13/Jul/23 08:33,18/Dec/20 07:17,3.4.0,,,3.7.1,3.8.0,,,,camel-cxfrs,,,,0,,,,,"If you send a message to a CxfRsProducer that has the header Exchange.HTTP_METHOD set, the HTTP message sent will contain the header

{code}org.apache.cxf.request.method=GET{code}

for example.

This header should not be present in the message since it is internal to the endpoint.",,davsclaus,jensgr@gmx.net,,,,,,,,,,,,,,,,,,,,CAMEL-16110,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,Unknown,,,,,,,,,,,,,,,,,9223372036854775807,,,Fri Dec 18 07:14:20 UTC 2020,,,,,,,,,,,"0|z0gn54:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"17/Dec/20 20:17;davsclaus;This is standard as part of cxf and camel header mappings;;;","18/Dec/20 07:14;davsclaus;Ah yeah if you send to some external REST server then we should not have camel cxfrs to leak headers with org.apache.cxf as prefix;;;",,,,,,,,,,,,,,,,,,
Broken image / invalid anchors,CAMEL-15285,13315868,Bug,Resolved,CAMEL,Camel,software,acosentino,"Apache Camel is an extremely powerful declarative Java based, type-safe <a href=""http://camel.apache.org/dsl.html"">Domain Specific Language</a> POJO broker, which uses <a href=""http://camel.apache.org/enterprise-integration-patterns.html"">Enterprise Integration Patterns</a> as its foundation for integration.",http://camel.apache.org/,Minor,Fixed,acosentino,ahus1,ahus1,09/Jul/20 11:20,09/Jul/20 14:15,13/Jul/23 08:33,09/Jul/20 13:48,,,,3.5.0,,,,,documentation,,,,0,,,,,"There are some places with broken images and rendered anchors that this issue will fix. 

Examples: 

[https://camel.apache.org/components/latest/eips/durable-subscriber.html]

!image-2020-07-09-13-19-16-643.png!

[https://camel.apache.org/components/latest/apns-component.html]

 

!image-2020-07-09-13-19-58-881.png!  ",,ahus1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/Jul/20 11:19;ahus1;image-2020-07-09-13-19-16-643.png;https://issues.apache.org/jira/secure/attachment/13007366/image-2020-07-09-13-19-16-643.png","09/Jul/20 11:19;ahus1;image-2020-07-09-13-19-58-881.png;https://issues.apache.org/jira/secure/attachment/13007365/image-2020-07-09-13-19-58-881.png",,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,false,,Unknown,,,,,,,,,,,,,,,,,9223372036854775807,,,Thu Jul 09 11:34:38 UTC 2020,,,,,,,Patch Available,,,,"0|z0glpk:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"09/Jul/20 11:34;ahus1;pull request available on GitHub;;;",,,,,,,,,,,,,,,,,,,
Wrong validation error reported for uri with netty component using env placeholder,CAMEL-15282,13315658,Bug,Resolved,CAMEL,Camel,software,acosentino,"Apache Camel is an extremely powerful declarative Java based, type-safe <a href=""http://camel.apache.org/dsl.html"">Domain Specific Language</a> POJO broker, which uses <a href=""http://camel.apache.org/enterprise-integration-patterns.html"">Enterprise Integration Patterns</a> as its foundation for integration.",http://camel.apache.org/,Major,Fixed,davsclaus,apupier,apupier,08/Jul/20 15:17,19/Jul/20 09:13,13/Jul/23 08:33,19/Jul/20 08:49,3.4.0,,,3.4.3,3.5.0,,,,camel-catalog,,,,0,,,,,"{noformat}
netty-http:http://quarkus-ml.{{env:NAMESPACE}}.svc.cluster.local/samples
{noformat}

the error reported is:
{noformat}
port    Invalid integer value: NAMESPACE}}.svc.cluster.local
{noformat}


",,acosentino,amdmdi,apupier,davsclaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,Unknown,,,,,,,,,,,,,,,,,9223372036854775807,,,Sun Jul 19 09:13:26 UTC 2020,,,,,,,,,,,"0|z0gkfk:",9223372036854775807,,,,,,,,,,,,,,,,,,,,"08/Jul/20 15:20;apupier;provided a test to emphasize it: https://github.com/apupier/camel/commit/7766189c28078cbdc965533c397f9b246e0c55bc;;;","17/Jul/20 18:02;amdmdi;I think this method {{AbstractCamelCatalog#validateEndpointProperties}} checks if the URI matches *{{netty-http:protocol:host:port/path}}* ;  it does not resolve property placeholders before parsing the URI 

is this really a bug ? since the following test is passing :
{code:java}
    @Test
    public void testEndpointUriWithEnv() throws Exception {
        String uri = ""netty-http:http://quarkus-ml.{{env:HOSTNAME}}.svc.cluster.local:42/samples"";
        NettyHttpEndpoint endpoint = context.getEndpoint(uri, NettyHttpEndpoint.class);
        String host = endpoint.getConfiguration().getHost();
        int port = endpoint.getConfiguration().getPort();
        
        assertEquals(""quarkus-ml.""+System.getenv(""HOSTNAME"")+"".svc.cluster.local"", host);
        assertEquals(42, port);
    }
{code};;;","17/Jul/20 19:06;apupier;it is a bug, especially because the mentioned test is passing.
At runtime it works but the validation is reporting an error. Then it is a false-positive.;;;","19/Jul/20 08:27;davsclaus;The parser cannot validate this reliable as the ENV variable can be any kind of test.

;;;","19/Jul/20 09:13;acosentino;3.4.2 has been cut before this fix, so it will be available in 3.4.3;;;",,,,,,,,,,,,,,,
GeoLocationProvider may not get initialized properly,CAMEL-15276,13315415,Bug,Resolved,CAMEL,Camel,software,acosentino,"Apache Camel is an extremely powerful declarative Java based, type-safe <a href=""http://camel.apache.org/dsl.html"">Domain Specific Language</a> POJO broker, which uses <a href=""http://camel.apache.org/enterprise-integration-patterns.html"">Enterprise Integration Patterns</a> as its foundation for integration.",http://camel.apache.org/,Major,Fixed,acosentino,tdiesler,tdiesler,07/Jul/20 14:08,16/Jul/20 17:07,13/Jul/23 08:33,16/Jul/20 12:13,3.4.0,,,3.5.0,,,,,camel-weather,,,,0,,,,,"WeatherConfiguration is constructed like this

{code}
    public WeatherConfiguration(WeatherComponent component) {
        this.component = notNull(component, ""component"");
        weatherQuery = new WeatherQuery(this);
        FreeGeoIpGeoLocationProvider geoLocationProvider = new FreeGeoIpGeoLocationProvider(component, geolocationAccessKey);
        weatherQuery.setGeoLocationProvider(geoLocationProvider);
    }
{code}

at which point the geolocationAccessKey may be unknown.

There is perhaps also some confusion here ...

{code}
    @Override
    protected Endpoint createEndpoint(String uri, String remaining, Map<String, Object> parameters) throws Exception {
        WeatherConfiguration configuration = new WeatherConfiguration(this);
        configuration.setGeolocationAccessKey(geolocationAccessKey);
        configuration.setGeolocationRequestHostIP(geolocationRequestHostIP);

        WeatherEndpoint endpoint = new WeatherEndpoint(uri, this, configuration);
        setProperties(endpoint, parameters);

        if (httpClient == null) {
            httpClient = HttpClients.createDefault();
        }

        return endpoint;
    }
{code}

which seems to set the geolocationAccessKey on the configuration from what is explicitly defined on the component.

A geolocationAccessKey defined on the endpoint Uri does not find its way to the GeoLocationProvider which is then used by WeatherQuery, which then leads to ...

{code}
            camelctx.addRoutes(new RouteBuilder() {
                @Override
                public void configure() throws Exception {
                    from(""weather:foo?geolocationRequestHostIP=redhat.com&geolocationAccessKey="" + GEOLOCATION_ACCESS_KEY + ""&appid="" + OPENWEATHER_APP_ID)
                    .to(""mock:result"");
                }
            });
{code}

{code}
Caused by: java.lang.IllegalStateException: The geolocation service requires a mandatory geolocationAccessKey
	at org.apache.camel.component.weather.geolocation.FreeGeoIpGeoLocationProvider.getCurrentGeoLocation(FreeGeoIpGeoLocationProvider.java:43)
	at org.apache.camel.component.weather.WeatherQuery.getCurrentGeoLocation(WeatherQuery.java:150)
	at org.apache.camel.component.weather.WeatherQuery.getQuery(WeatherQuery.java:58)
	at org.apache.camel.component.weather.WeatherQuery.getQuery(WeatherQuery.java:38)
	at org.apache.camel.component.weather.WeatherConfiguration.getQuery(WeatherConfiguration.java:212)
	at org.apache.camel.component.weather.WeatherEndpoint.createConsumer(WeatherEndpoint.java:43)
{code}

 ",,tdiesler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,Unknown,,,,,,,,,,,,,,,,,9223372036854775807,,,2020-07-07 14:08:25.0,,,,,,,,,,,"0|z0giyo:",9223372036854775807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
